fact_id,food_beverage_id,polymer_id,biocoagulation_id,biological_sample_id,food_item,food_category,sample_preparation,quality_parameter,particle_number_numeric,size_range_um_standardized,polymer_type_standardized,detection_method_standardized,source_table
MP_0288,FW_0288,POLY_288,BC_288,BS_288,Wine,Water and Beverages,Staining: 0.01 mg/mL Nile red,Not Reported,2563,Not Reported,UNKNOWN,Fluorescence microscopy,food_water_beverages
MP_0289,FW_0289,POLY_289,BC_289,BS_289,Disposable paper cups (hidrophobic inner layer),Food Containers,"Soaking: MilliQ water (85 - 90°C, 15 min); staining: Nile red (protocol not reported)",Not Reported,250,25.9 – 764.8 µm,HDPE,Fluorescence microscopy,food_water_beverages
MP_0290,FW_0290,POLY_290,BC_290,BS_290,Disposable paper cups (hidrophobic inner layer),Food Containers,"Soaking: MilliQ water (85 - 90°C, 15 min); staining: Nile red (protocol not reported)",Not Reported,102.3,0.105 – 4.277 µm,HDPE,SEM,food_water_beverages
MP_0291,FW_0291,POLY_291,BC_291,BS_291,Disposable PP container (Rectangular),Food Containers,"Rinse: ultrapure water (mecanichal shake, 2-3 min)",Not Reported,0,0 – 210 nm,PP,FTIR,food_water_beverages
MP_0292,FW_0292,POLY_292,BC_292,BS_292,Disposable PP container (Round),Food Containers,"Rinse: ultrapure water (mecanichal shake, 2-3 min)",Not Reported,0,0 – 210 nm,PP,FTIR,food_water_beverages
MP_0293,FW_0293,POLY_293,BC_293,BS_293,Disposable PP cup,Food Containers,"Rinse: ultrapure water (mecanichal shake, 2-3 min)",Not Reported,0,0 – 210 nm,PP,FTIR,food_water_beverages
MP_0294,FW_0294,POLY_294,BC_294,BS_294,Infant feeding bottles (PP),Food Containers,"Starilization: deionized water (95°C, 5 min);  soaking: deionized water (180 rpm, 70 °C, 1 min)",Recovery (PS 94.9 ± 0.4%),1,Not Reported,PP,µ-Raman,food_water_beverages
MP_0295,FW_0295,POLY_295,BC_295,BS_295,Infant feeding bottles with PP accessories (gravity ball and round disk),Food Containers,"Starilization: deionized water (95°C, 5 min);  soaking: deionized water (180 rpm, 70 °C, 1 min)",Recovery (PS 94.9 ± 0.4%),69,Not Reported,PP,µ-Raman,food_water_beverages
MP_0296,FW_0296,POLY_296,BC_296,BS_296,Take-out food container (PE),Food Containers,Rinse: MiiliQ water,Not Reported,5,43 – 500 µm,RY,FTIR,food_water_beverages
MP_0297,FW_0297,POLY_297,BC_297,BS_297,Take-out food container (PET),Food Containers,Rinse: MiiliQ water,Not Reported,3,43 – 500 µm,RY,FTIR,food_water_beverages
MP_0298,FW_0298,POLY_298,BC_298,BS_298,Take-out food container (PP),Food Containers,Rinse: MiiliQ water,Not Reported,9,43 – 500 µm,RY,FTIR,food_water_beverages
MP_0299,FW_0299,POLY_299,BC_299,BS_299,Take-out food container (PS),Food Containers,Rinse: MiiliQ water,Not Reported,29,43 – 500 µm,RY,FTIR,food_water_beverages
MP_0300,FW_0300,POLY_300,BC_300,BS_300,Teabags,Food Containers,"Soaking: ultra pure water (100°C, 10 min)","Recovery; ; LOD (size 1.2 µm, number 100 items/mL)",1.9,1.04 – 4.55 µm,PS,spICP-MS,food_water_beverages
MP_0301,FW_0301,POLY_301,BC_301,BS_301,Teabags (Plastic),Food Containers,"Soaking: revers osmosis water (95°C, 10 min)",Not Reported,14702.3,0.017 – 270 µm,PET,SEM,food_water_beverages
MP_0302,FW_0302,POLY_302,BC_302,BS_302,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,UNKNOWN,µ-FTIR,human_blood_by_type
MP_0303,FW_0303,POLY_303,BC_303,BS_303,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,UNKNOWN,µ-FTIR,human_blood_by_type
MP_0304,FW_0304,POLY_304,BC_304,BS_304,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,UNKNOWN,µ-FTIR,human_blood_by_type
MP_0305,FW_0305,POLY_305,BC_305,BS_305,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,UNKNOWN,µ-FTIR,human_blood_by_type
MP_0306,FW_0306,POLY_306,BC_306,BS_306,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,UNKNOWN,µ-FTIR,human_blood_by_type
MP_0307,FW_0307,POLY_307,BC_307,BS_307,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,UNKNOWN,µ-FTIR,human_blood_by_type
MP_0308,FW_0308,POLY_308,BC_308,BS_308,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,UNKNOWN,µ-FTIR,human_blood_by_type
MP_0309,FW_0309,POLY_309,BC_309,BS_309,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,UNKNOWN,µ-FTIR,human_blood_by_type
MP_0310,FW_0310,POLY_310,BC_310,BS_310,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,UNKNOWN,µ-FTIR,human_blood_by_type
MP_0311,FW_0311,POLY_311,BC_311,BS_311,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,UNKNOWN,µ-FTIR,human_blood_by_type
MP_0312,FW_0312,POLY_312,BC_312,BS_312,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,UNKNOWN,µ-FTIR,human_blood_by_type
MP_0313,FW_0313,POLY_313,BC_313,BS_313,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,UNKNOWN,µ-FTIR,human_blood_by_type
MP_0314,FW_0314,POLY_314,BC_314,BS_314,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,UNKNOWN,µ-FTIR,blood_coagulation_markers
MP_0315,FW_0315,POLY_315,BC_315,BS_315,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,UNKNOWN,µ-FTIR,blood_coagulation_markers
MP_0316,FW_0316,POLY_316,BC_316,BS_316,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,UNKNOWN,µ-FTIR,blood_coagulation_markers
MP_0317,FW_0317,POLY_317,BC_317,BS_317,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,UNKNOWN,µ-FTIR,blood_coagulation_markers
MP_0318,FW_0318,POLY_318,BC_318,BS_318,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,UNKNOWN,µ-FTIR,blood_coagulation_markers
MP_0319,FW_0319,POLY_319,BC_319,BS_319,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,UNKNOWN,µ-FTIR,blood_coagulation_markers
MP_0320,FW_0320,POLY_320,BC_320,BS_320,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,UNKNOWN,µ-FTIR,blood_coagulation_markers
MP_0321,FW_0321,POLY_321,BC_321,BS_321,Not Reported,Not Reported,Not Reported,Not Reported,0,>700 nm,UNKNOWN,Py-GC/MS,human_organs_tissues
MP_0322,FW_0322,POLY_322,BC_322,BS_322,Not Reported,Not Reported,Not Reported,Not Reported,0,2.1–26.0 µm,UNKNOWN,µ-Raman,human_organs_tissues
MP_0323,FW_0323,POLY_323,BC_323,BS_323,Not Reported,Not Reported,Not Reported,Not Reported,0,16–1074 µm,UNKNOWN,µ-FTIR,human_organs_tissues
MP_0324,FW_0324,POLY_324,BC_324,BS_324,Not Reported,Not Reported,Not Reported,Not Reported,0,20–500 µm,UNKNOWN,µ-FTIR,human_organs_tissues
MP_0325,FW_0325,POLY_325,BC_325,BS_325,Not Reported,Not Reported,Not Reported,Not Reported,0,0.8–1.6 mm,UNKNOWN,SEM-EDX,human_organs_tissues
MP_0326,FW_0326,POLY_326,BC_326,BS_326,Not Reported,Not Reported,Not Reported,Not Reported,0,4–30 µm,UNKNOWN,Nile Red fluorescence + µ-Raman,human_organs_tissues
MP_0327,FW_0327,POLY_327,BC_327,BS_327,Not Reported,Not Reported,Not Reported,Not Reported,0,>5 µm,UNKNOWN,µ-Raman,human_organs_tissues
MP_0328,FW_0328,POLY_328,BC_328,BS_328,Not Reported,Not Reported,Not Reported,Not Reported,0,>50 µm,UNKNOWN,µ-FTIR,human_organs_tissues
MP_0329,FW_0329,POLY_329,BC_329,BS_329,Not Reported,Not Reported,Not Reported,Not Reported,0,20.34–307.24 µm,UNKNOWN,µ-FTIR + LDIR,human_organs_tissues
MP_0330,FW_0330,POLY_330,BC_330,BS_330,Not Reported,Not Reported,Not Reported,Not Reported,0,20–500 µm,UNKNOWN,µ-FTIR + LDIR,human_organs_tissues
MP_0331,FW_0331,POLY_331,BC_331,BS_331,Not Reported,Not Reported,Not Reported,Not Reported,0,100–500 µm,UNKNOWN,Optical microscopy,human_organs_tissues
MP_0332,FW_0332,POLY_332,BC_332,BS_332,Not Reported,Not Reported,Not Reported,Not Reported,0,100–500 µm,UNKNOWN,Optical microscopy,human_organs_tissues
MP_0333,FW_0333,POLY_333,BC_333,BS_333,Not Reported,Not Reported,Not Reported,Not Reported,0,100–500 µm,UNKNOWN,Optical microscopy,human_organs_tissues
MP_0334,FW_0334,POLY_334,BC_334,BS_334,Not Reported,Not Reported,Not Reported,Not Reported,0,100–500 µm,UNKNOWN,Optical microscopy,human_organs_tissues
MP_0335,FW_0335,POLY_335,BC_335,BS_335,Not Reported,Not Reported,Not Reported,Not Reported,0,5–25 µm,UNKNOWN,Nile Red fluorescence + µ-Raman,human_organs_tissues
MP_0336,FW_0336,POLY_336,BC_336,BS_336,Not Reported,Not Reported,Not Reported,Not Reported,0,1.6–16.8 µm,UNKNOWN,µ-FTIR + Raman,human_organs_tissues
MP_0337,FW_0337,POLY_337,BC_337,BS_337,Not Reported,Not Reported,Not Reported,Not Reported,0,>20 µm,UNKNOWN,SEM-EDX,human_organs_tissues
MP_0338,FW_0338,POLY_338,BC_338,BS_338,Not Reported,Not Reported,Not Reported,Not Reported,0,12–2475 µm,UNKNOWN,µ-FTIR,human_organs_tissues
MP_0339,FW_0339,POLY_339,BC_339,BS_339,Not Reported,Not Reported,Not Reported,Not Reported,0,20–100 µm,UNKNOWN,Py-GC/MS + µ-FTIR,human_organs_tissues
MP_0340,FW_0340,POLY_340,BC_340,BS_340,Not Reported,Not Reported,Not Reported,Not Reported,0,10–20 µm,UNKNOWN,µ-Raman,human_organs_tissues
MP_0341,FW_0341,POLY_341,BC_341,BS_341,Not Reported,Not Reported,Not Reported,Not Reported,0,> 20 µm,UNKNOWN,UNKNOWN,biological_samples
MP_0342,FW_0342,POLY_342,BC_342,BS_342,Not Reported,Not Reported,Not Reported,Not Reported,0,1–12 µm,UNKNOWN,UNKNOWN,biological_samples
MP_0343,FW_0343,POLY_343,BC_343,BS_343,Not Reported,Not Reported,Not Reported,Not Reported,0,> 50 µm,UNKNOWN,UNKNOWN,biological_samples
MP_0344,FW_0344,POLY_344,BC_344,BS_344,Not Reported,Not Reported,Not Reported,Not Reported,0,> 20 µm,UNKNOWN,UNKNOWN,biological_samples
MP_0345,FW_0345,POLY_345,BC_345,BS_345,Not Reported,Not Reported,Not Reported,Not Reported,0,> 20 µm,UNKNOWN,UNKNOWN,biological_samples
MP_0346,FW_0346,POLY_346,BC_346,BS_346,Not Reported,Not Reported,Not Reported,Not Reported,0,21.76–286.71 µm,UNKNOWN,UNKNOWN,biological_samples
MP_0347,FW_0347,POLY_347,BC_347,BS_347,Not Reported,Not Reported,Not Reported,Not Reported,0,2–5 µm,UNKNOWN,UNKNOWN,biological_samples
MP_0348,FW_0348,POLY_348,BC_348,BS_348,Not Reported,Not Reported,Not Reported,Not Reported,0,50–500 µm,UNKNOWN,UNKNOWN,biological_samples
MP_0349,FW_0349,POLY_349,BC_349,BS_349,Not Reported,Not Reported,Not Reported,Not Reported,0,40.2–4812.9 µm,UNKNOWN,UNKNOWN,biological_samples
MP_0350,FW_0350,POLY_350,BC_350,BS_350,Not Reported,Not Reported,Not Reported,Not Reported,0,4.4–333.2 µm,UNKNOWN,UNKNOWN,biological_samples
MP_0351,FW_0351,POLY_351,BC_351,BS_351,Not Reported,Not Reported,Not Reported,Not Reported,0,1.7–393.8 µm,UNKNOWN,UNKNOWN,biological_samples
MP_0352,FW_0352,POLY_352,BC_352,BS_352,Not Reported,Not Reported,Not Reported,Not Reported,0,20–500 µm,UNKNOWN,UNKNOWN,biological_samples
MP_0353,FW_0353,POLY_353,BC_353,BS_353,Not Reported,Not Reported,Not Reported,Not Reported,0,4–15 µm,UNKNOWN,UNKNOWN,biological_samples
MP_0354,FW_0354,POLY_354,BC_354,BS_354,Not Reported,Not Reported,Not Reported,Not Reported,0,0.01 nm–871 µm,UNKNOWN,UNKNOWN,biological_samples
